zip,city,state,latitude,longitude,timezone,dst
658,Gurabo,PR,18.254137,-65.973605,-4,0
659,Hatillo,PR,18.432956,-66.80039,-4,0
660,Hormigueros,PR,18.139108,-67.12085,-4,0
661,Humacao,PR,18.150829,-65.826595,-4,0
662,Isabela,PR,18.478855,-67.01973,-4,0
664,Jayuya,PR,18.212565,-66.59243,-4,0
665,Ponce,PR,18.044224,-66.502103,-4,0
666,Juncos,PR,18.228952,-65.921356,-4,0
667,Lajas,PR,18.017819,-67.04226,-4,0
669,Lares,PR,18.288418,-66.87503,-4,0
670,Las Marias,PR,18.241343,-66.97604,-4,0
671,Las Piedras,PR,18.1789,-65.869939,-4,0
674,Manati,PR,18.426137,-66.48697,-4,0
676,Moca,PR,18.37956,-67.08424,-4,0
677,Rincon,PR,18.336121,-67.23675,-4,0
678,Quebradillas,PR,18.442334,-66.93275,-4,0
680,Mayaguez,PR,18.205232,-67.12655,-4,0
681,Mayaguez,PR,18.219023,-67.508068,-4,0
682,Mayaguez,PR,18.208402,-67.15428,-4,0
683,San German,PR,18.092807,-67.04524,-4,0
685,San Sebastian,PR,18.332595,-66.98104,-4,0
687,Morovis,PR,18.31708,-66.41528,-4,0
688,Sabana Hoyos,PR,18.40415,-66.61348,-4,0
690,San Antonio,PR,18.495369,-67.09867,-4,0
692,Vega Alta,PR,18.419666,-66.33186,-4,0
693,Vega Baja,PR,18.440667,-66.3921,-4,0
694,Vega Baja,PR,18.443109,-66.398302,-4,0
698,Yauco,PR,18.06547,-66.85587,-4,0
703,Aguas Buenas,PR,18.246205,-66.12827,-4,0
704,Aguirre,PR,17.970112,-66.22291,-4,0
705,Aibonito,PR,18.12942,-66.26541,-4,0
707,Maunabo,PR,18.014505,-65.91018,-4,0
714,Arroyo,PR,17.987288,-66.05552,-4,0
715,Mercedita,PR,18.003492,-66.55868,-4,0
716,Ponce,PR,17.999066,-66.59965,-4,0
717,Ponce,PR,18.004303,-66.61374,-4,0
718,Naguabo,PR,18.22048,-65.74293,-4,0
719,Naranjito,PR,18.294571,-66.25098,-4,0
720,Orocovis,PR,18.217827,-66.42265,-4,0
721,Palmer,PR,18.364161,-65.778288,-4,0
723,Patillas,PR,18.023196,-66.0131,-4,0
725,Caguas,PR,18.233927,-66.04502,-4,0
726,Caguas,PR,18.212965,-66.058033,-4,0
728,Ponce,PR,18.013353,-66.65218,-4,0
729,Canovanas,PR,18.35615,-65.89089,-4,0
730,Ponce,PR,18.022626,-66.61727,-4,0
731,Ponce,PR,18.077329,-66.61192,-4,0
732,Ponce,PR,18.021781,-66.613742,-4,0
733,Ponce,PR,18.019331,-66.619165,-4,0
734,Ponce,PR,17.999499,-66.643934,-4,0
735,Ceiba,PR,18.258444,-65.65987,-4,0
736,Cayey,PR,18.112895,-66.15377,-4,0
737,Cayey,PR,18.102967,-66.139274,-4,0
738,Fajardo,PR,18.32265,-65.66116,-4,0
739,Cidra,PR,18.16984,-66.16271,-4,0
740,Puerto Real,PR,18.331711,-65.62761,-4,0
741,Punta Santiago,PR,18.160755,-65.75765,-4,0
742,Roosevelt Roads,PR,18.264872,-65.594769,-4,0
744,Rio Blanco,PR,18.206329,-65.743058,-4,0
745,Rio Grande,PR,18.366213,-65.82277,-4,0
747,Lluveras,PR,18.069474,-66.952589,-4,0
748,Fajardo,PR,18.326732,-65.652484,-4,0
751,Salinas,PR,17.993803,-66.26534,-4,0
752,San Antonio,PR,18.493745,-67.097726,-4,0
754,San Lorenzo,PR,18.15633,-65.96831,-4,0
757,Santa Isabel,PR,17.98631,-66.39457,-4,0
761,Utuado,PR,18.265445,-66.702364,-4,0
762,Vega Alta,PR,18.420218,-66.324284,-4,0
763,Monserrate,PR,18.452175,-66.399836,-4,0
764,Vega Baja,PR,18.452084,-66.397138,-4,0
765,Vieques,PR,18.125664,-65.45603,-4,0
766,Villalba,PR,18.126023,-66.48208,-4,0
767,Yabucoa,PR,18.072752,-65.89703,-4,0
768,Yauco,PR,18.030715,-66.856181,-4,0
769,Coamo,PR,18.092813,-66.3611,-4,0
771,Las Piedras,PR,18.18744,-65.87088,-4,0
772,Loiza,PR,18.427674,-65.87605,-4,0
773,Luquillo,PR,18.361344,-65.72133,-4,0
775,Culebra,PR,18.311149,-65.29257,-4,0
777,Juncos,PR,18.224088,-65.91316,-4,0
778,Gurabo,PR,18.258628,-65.97791,-4,0
780,Coto Laurel,PR,18.068538,-66.55939,-4,0
782,Comerio,PR,18.223348,-66.2267,-4,0
783,Corozal,PR,18.304874,-66.32305,-4,0
784,Guayama,PR,17.984137,-66.12779,-4,0
785,Guayama,PR,18.018822,-66.795603,-4,0
786,La Plata,PR,18.128092,-66.268717,-4,0
791,Humacao,PR,18.147257,-65.82269,-4,0
792,Humacao,PR,18.138029,-65.788499,-4,0
794,Barranquitas,PR,18.204294,-66.31058,-4,0
795,Juana Diaz,PR,18.036253,-66.50289,-4,0
801,St Thomas,VI,18.322285,-64.963715,-4,0
802,St Thomas,VI,18.322285,-64.963715,-4,0
803,St Thomas,VI,18.322285,-64.963715,-4,0
804,St Thomas,VI,18.322285,-64.963715,-4,0
805,St Thomas,VI,18.322285,-64.963715,-4,0
820,Christiansted,VI,17.734211,-64.734694,-4,0
821,Christiansted,VI,17.734211,-64.734694,-4,0
822,Christiansted,VI,17.734211,-64.734694,-4,0
823,Christiansted,VI,17.734211,-64.734694,-4,0
824,Christiansted,VI,17.734211,-64.734694,-4,0
830,St John,VI,18.32816,-64.740737,-4,0
831,St John,VI,18.32816,-64.740737,-4,0
840,Frederiksted,VI,17.734211,-64.734694,-4,0
841,Frederiksted,VI,17.734211,-64.734694,-4,0
850,Kingshill,VI,17.734211,-64.734694,-4,0
851,Kingshill,VI,17.734211,-64.734694,-4,0
901,San Juan,PR,18.465426,-66.10786,-4,0
902,San Juan,PR,18.410462,-66.060533,-4,0
906,San Juan,PR,18.46454,-66.10079,-4,0
907,San Juan,PR,18.451131,-66.07798,-4,0
908,San Juan,PR,18.410462,-66.060533,-4,0
909,San Juan,PR,18.442282,-66.06764,-4,0
910,San Juan,PR,18.410462,-66.060533,-4,0
911,San Juan,PR,18.45009,-66.0577,-4,0
912,San Juan,PR,18.445946,-66.05928,-4,0
913,San Juan,PR,18.450907,-66.04256,-4,0
914,San Juan,PR,18.410462,-66.060533,-4,0
915,San Juan,PR,18.436995,-66.04888,-4,0
916,San Juan,PR,18.410462,-66.060533,-4,0
917,San Juan,PR,18.422263,-66.0513,-4,0
918,San Juan,PR,18.417668,-66.06494,-4,0
919,San Juan,PR,18.410462,-66.060533,-4,0
920,San Juan,PR,18.41242,-66.09069,-4,0
921,San Juan,PR,18.394019,-66.08633,-4,0
922,San Juan,PR,18.410462,-66.060533,-4,0
923,San Juan,PR,18.410681,-66.03806,-4,0
924,San Juan,PR,18.401917,-66.01194,-4,0
925,San Juan,PR,18.400006,-66.05028,-4,0
926,San Juan,PR,18.361363,-66.0562,-4,0
927,San Juan,PR,18.39184,-66.06867,-4,0
928,San Juan,PR,18.410462,-66.060533,-4,0
929,San Juan,PR,18.410462,-66.060533,-4,0
930,San Juan,PR,18.410462,-66.060533,-4,0
931,San Juan,PR,18.410462,-66.060533,-4,0
933,San Juan,PR,18.410462,-66.060533,-4,0
934,Fort Buchanan,PR,18.413511,-66.12198,-4,0
935,San Juan,PR,18.410462,-66.060533,-4,0
936,San Juan,PR,18.410462,-66.060533,-4,0
937,San Juan,PR,18.410462,-66.060533,-4,0
938,San Juan,PR,18.410462,-66.060533,-4,0
939,San Juan,PR,18.410462,-66.060533,-4,0
940,San Juan,PR,18.410462,-66.060533,-4,0
949,Toa Baja,PR,18.433173,-66.2042,-4,0
950,Toa Baja,PR,18.457761,-66.196503,-4,0
951,Toa Baja,PR,18.457761,-66.196503,-4,0
952,Sabana Seca,PR,18.429218,-66.18014,-4,0
953,Toa Alta,PR,18.36802,-66.23414,-4,0
954,Toa Alta,PR,18.358939,-66.258108,-4,0
955,San Juan,PR,18.410462,-66.060533,-4,0
956,Bayamon,PR,18.34216,-66.16643,-4,0
957,Bayamon,PR,18.369674,-66.18669,-4,0
958,Bayamon,PR,18.34487,-66.166014,-4,0
959,Bayamon,PR,18.387063,-66.15943,-4,0
960,Bayamon,PR,18.34487,-66.166014,-4,0
961,Bayamon,PR,18.412462,-66.16033,-4,0
962,Catano,PR,18.437683,-66.13847,-4,0
963,Catano,PR,18.443217,-66.139293,-4,0
965,Guaynabo,PR,18.431453,-66.11703,-4,0
966,Guaynabo,PR,18.398507,-66.11522,-4,0
968,Guaynabo,PR,18.408479,-66.1025,-4,0
969,Guaynabo,PR,18.366981,-66.10889,-4,0
970,Guaynabo,PR,18.359143,-66.112295,-4,0
971,Guaynabo,PR,18.329688,-66.11876,-4,0
975,San Juan,PR,18.410462,-66.060533,-4,0
976,Trujillo Alto,PR,18.346767,-66.00561,-4,0
977,Trujillo Alto,PR,18.337004,-65.990099,-4,0
978,St Just,PR,18.337004,-65.990099,-4,0
979,Carolina,PR,18.431885,-66.0127,-4,0
981,Carolina,PR,18.410462,-66.060533,-4,0
982,Carolina,PR,18.409345,-65.99313,-4,0
983,Carolina,PR,18.414408,-65.97582,-4,0
984,Carolina,PR,18.393355,-65.972495,-4,0
985,Carolina,PR,18.374896,-65.94691,-4,0
986,Carolina,PR,18.393355,-65.972495,-4,0
987,Carolina,PR,18.372228,-65.96275,-4,0
988,Carolina,PR,18.393355,-65.972495,-4,0
1001,Agawam,MA,42.07061,-72.62029,-5,1
1002,Amherst,MA,42.377651,-72.50323,-5,1
1003,Amherst,MA,42.369562,-72.63599,-5,1
1004,Amherst,MA,42.384494,-72.513183,-5,1
1005,Barre,MA,42.412094,-72.10443,-5,1
1007,Belchertown,MA,42.278424,-72.411,-5,1
1008,Blandford,MA,42.174313,-72.94828,-5,1
1009,Bondsville,MA,42.206092,-72.340486,-5,1
1010,Brimfield,MA,42.126038,-72.20552,-5,1
1011,Chester,MA,42.271442,-73.01958,-5,1
1012,Chesterfield,MA,42.390836,-72.84356,-5,1
1013,Chicopee,MA,42.161492,-72.60316,-5,1
1014,Chicopee,MA,42.170731,-72.604842,-5,1
1020,Chicopee,MA,42.175992,-72.57265,-5,1
1021,Chicopee,MA,42.170731,-72.604842,-5,1
1022,Chicopee,MA,42.196666,-72.55606,-5,1
1026,Cummington,MA,42.465041,-72.91813,-5,1
1027,Easthampton,MA,42.27279,-72.68677,-5,1
1028,East Longmeadow,MA,42.066795,-72.5102,-5,1
1029,East Otis,MA,42.175896,-73.04204,-5,1
1030,Feeding Hills,MA,42.070774,-72.67248,-5,1
1031,Gilbertville,MA,42.33071,-72.18833,-5,1
1032,Goshen,MA,42.45792,-72.81551,-5,1
1033,Granby,MA,42.254563,-72.51831,-5,1
1034,Granville,MA,42.086224,-72.94464,-5,1
1035,Hadley,MA,42.35549,-72.5733,-5,1
1036,Hampden,MA,42.064703,-72.41735,-5,1
1037,Hardwick,MA,42.374202,-72.19524,-5,1
1038,Hatfield,MA,42.375155,-72.60832,-5,1
1039,Haydenville,MA,42.381475,-72.69259,-5,1
1040,Holyoke,MA,42.201891,-72.6242,-5,1
1041,Holyoke,MA,42.170731,-72.604842,-5,1
1050,Huntington,MA,42.290209,-72.87942,-5,1
1053,Leeds,MA,42.353105,-72.70206,-5,1
1054,Leverett,MA,42.479839,-72.49879,-5,1
1056,Ludlow,MA,42.174893,-72.47068,-5,1
1057,Monson,MA,42.089269,-72.317,-5,1
1059,North Amherst,MA,42.369562,-72.63599,-5,1
1060,Northampton,MA,42.324539,-72.63561,-5,1
1061,Northampton,MA,42.369562,-72.63599,-5,1
1062,Florence,MA,42.324232,-72.67915,-5,1
1063,Northampton,MA,42.317939,-72.640234,-5,1
1066,North Hatfield,MA,42.406697,-72.633901,-5,1
1068,Oakham,MA,42.349769,-72.04413,-5,1
1069,Palmer,MA,42.176401,-72.32646,-5,1
1070,Plainfield,MA,42.515853,-72.91661,-5,1
1071,Russell,MA,42.165931,-72.85153,-5,1
1072,Shutesbury,MA,42.486027,-72.42208,-5,1
1073,Southampton,MA,42.223885,-72.72777,-5,1
1074,South Barre,MA,42.375998,-72.149388,-5,1
1075,South Hadley,MA,42.234891,-72.58243,-5,1
1077,Southwick,MA,42.05283,-72.76966,-5,1
1079,Thorndike,MA,42.192892,-72.329574,-5,1
1080,Three Rivers,MA,42.180563,-72.36518,-5,1
1081,Wales,MA,42.058024,-72.22517,-5,1
1082,Ware,MA,42.270611,-72.26067,-5,1
1083,Warren,MA,42.20468,-72.20259,-5,1
1084,West Chesterfield,MA,42.379807,-72.89043,-5,1
1085,Westfield,MA,42.133642,-72.75029,-5,1
1086,Westfield,MA,42.173428,-72.847964,-5,1
1088,West Hatfield,MA,42.388831,-72.6321,-5,1
1089,West Springfield,MA,42.112793,-72.64066,-5,1
1090,West Springfield,MA,42.170731,-72.604842,-5,1
1092,West Warren,MA,42.210777,-72.23904,-5,1
1093,Whately,MA,42.442673,-72.652511,-5,1
1094,Wheelwright,MA,42.358201,-72.140846,-5,1
1095,Wilbraham,MA,42.12531,-72.44057,-5,1
1096,Williamsburg,MA,42.415236,-72.78271,-5,1
1097,Woronoco,MA,42.161743,-72.845912,-5,1
1098,Worthington,MA,42.399054,-72.93871,-5,1
1101,Springfield,MA,42.170731,-72.604842,-5,1
1102,Springfield,MA,42.170731,-72.604842,-5,1
1103,Springfield,MA,42.103294,-72.59112,-5,1
1104,Springfield,MA,42.130343,-72.57338,-5,1
1105,Springfield,MA,42.096644,-72.5798,-5,1
1106,Longmeadow,MA,42.050395,-72.5712,-5,1
1107,Springfield,MA,42.120193,-72.6061,-5,1
1108,Springfield,MA,42.084094,-72.55523,-5,1
1109,Springfield,MA,42.116277,-72.55031,-5,1
1111,Springfield,MA,42.170731,-72.604842,-5,1
1114,Springfield,MA,42.170731,-72.604842,-5,1
1115,Springfield,MA,42.102894,-72.591633,-5,1
1116,Longmeadow,MA,42.170731,-72.604842,-5,1
1118,Springfield,MA,42.093144,-72.5291,-5,1
1119,Springfield,MA,42.128442,-72.50932,-5,1
1128,Springfield,MA,42.095344,-72.48857,-5,1
1129,Springfield,MA,42.121031,-72.4896,-5,1
1133,Springfield,MA,42.170731,-72.604842,-5,1
1138,Springfield,MA,42.170731,-72.604842,-5,1
1139,Springfield,MA,42.170731,-72.604842,-5,1
1144,Springfield,MA,42.101796,-72.59151,-5,1
1151,Indian Orchard,MA,42.153926,-72.50531,-5,1
1152,Springfield,MA,42.170731,-72.604842,-5,1
1199,Springfield,MA,42.119943,-72.604983,-5,1
1201,Pittsfield,MA,42.45384,-73.254,-5,1
1202,Pittsfield,MA,42.3929,-73.228483,-5,1
1203,Pittsfield,MA,42.3929,-73.228483,-5,1
1220,Adams,MA,42.619727,-73.11842,-5,1
1222,Ashley Falls,MA,42.057496,-73.32177,-5,1
1223,Becket,MA,42.314449,-73.09335,-5,1
1224,Berkshire,MA,42.3929,-73.228483,-5,1
1225,Cheshire,MA,42.551731,-73.1653,-5,1
1226,Dalton,MA,42.476575,-73.11547,-5,1
1227,Dalton,MA,42.516145,-73.092852,-5,1
1229,Glendale,MA,42.279292,-73.343545,-5,1
1230,Great Barrington,MA,42.189715,-73.35249,-5,1
1231,Sheffield,MA,42.153001,-73.298131,-5,1
1235,Hinsdale,MA,42.433661,-73.09278,-5,1
1236,Housatonic,MA,42.266874,-73.36236,-5,1
1237,Lanesboro,MA,42.557346,-73.24364,-5,1
1238,Lee,MA,42.299263,-73.2327,-5,1
1240,Lenox,MA,42.36237,-73.27683,-5,1
1242,Lenox Dale,MA,42.336557,-73.24599,-5,1
1243,Middlefield,MA,42.356088,-73.010448,-5,1
1244,Mill River,MA,42.139104,-73.20312,-5,1
1245,Monterey,MA,42.180659,-73.20849,-5,1
1247,North Adams,MA,42.696064,-73.10145,-5,1
1252,North Egremont,MA,42.198648,-73.446234,-5,1
1253,Otis,MA,42.198403,-73.10205,-5,1
1254,Richmond,MA,42.374711,-73.36336,-5,1
1255,Sandisfield,MA,42.088973,-73.12444,-5,1
1256,Savoy,MA,42.592506,-73.01123,-5,1
1257,Sheffield,MA,42.102694,-73.36591,-5,1
1258,South Egremont,MA,42.103122,-73.45734,-5,1
1259,Southfield,MA,42.0645,-73.24674,-5,1
1260,South Lee,MA,42.286586,-73.313274,-5,1
1262,Stockbridge,MA,42.283216,-73.31423,-5,1
1263,Stockbridge,MA,42.3929,-73.228483,-5,1
1264,Tyringham,MA,42.224905,-73.20394,-5,1
1266,West Stockbridge,MA,42.328535,-73.36407,-5,1
1267,Williamstown,MA,42.689962,-73.22355,-5,1
1270,Windsor,MA,42.443726,-73.116127,-5,1
1301,Greenfield,MA,42.605524,-72.60098,-5,1
1302,Greenfield,MA,42.522178,-72.624164,-5,1
1330,Ashfield,MA,42.521131,-72.81116,-5,1
1331,Athol,MA,42.579931,-72.20836,-5,1
1337,Bernardston,MA,42.678023,-72.55569,-5,1
1338,Buckland,MA,42.569498,-72.802,-5,1
1339,Charlemont,MA,42.626858,-72.87939,-5,1
1340,Colrain,MA,42.673371,-72.73104,-5,1
1341,Conway,MA,42.508313,-72.70403,-5,1
1342,Deerfield,MA,42.542322,-72.6091,-5,1
1343,Drury,MA,42.642666,-72.986231,-5,1
1344,Erving,MA,42.607051,-72.41396,-5,1
1346,Heath,MA,42.669255,-72.80494,-5,1
1347,Lake Pleasant,MA,42.556558,-72.518104,-5,1
1349,Turners Falls,MA,42.5737,-72.50525,-5,1
1350,Monroe Bridge,MA,42.712257,-72.97629,-5,1
1351,Montague,MA,42.534976,-72.52522,-5,1
1354,Northfield,MA,42.522178,-72.624164,-5,1
1355,New Salem,MA,42.485899,-72.33345,-5,1
1360,Northfield,MA,42.682285,-72.45649,-5,1
1364,Orange,MA,42.599614,-72.29263,-5,1
1366,Petersham,MA,42.474718,-72.21226,-5,1
1367,Rowe,MA,42.694883,-72.90962,-5,1
1368,Royalston,MA,42.671012,-72.16999,-5,1
1369,Shattuckville,MA,42.522178,-72.624164,-5,1
1370,Shelburne Falls,MA,42.603447,-72.72754,-5,1
1373,South Deerfield,MA,42.472734,-72.62452,-5,1
1374,Charlemont,MA,42.636459,-72.798742,-5,1
1375,Sunderland,MA,42.449978,-72.56302,-5,1
1376,Turners Falls,MA,42.609425,-72.54438,-5,1
1378,Warwick,MA,42.667152,-72.32729,-5,1
1379,Wendell,MA,42.547274,-72.41724,-5,1
1380,Wendell Depot,MA,42.594455,-72.36314,-5,1
1393,Whately,MA,42.459814,-72.593626,-5,1
1420,Fitchburg,MA,42.578689,-71.80338,-5,1
1427,Westborough,MA,42.286575,-71.585753,-5,1
1430,Ashburnham,MA,42.658768,-71.93287,-5,1
1431,Ashby,MA,42.672005,-71.8137,-5,1
1432,Ayer,MA,42.549821,-71.59136,-5,1
1436,Baldwinville,MA,42.608903,-72.08021,-5,1
1438,East Templeton,MA,42.563367,-72.03498,-5,1
1440,Gardner,MA,42.575355,-71.99183,-5,1
1441,Gardner,MA,42.364807,-71.896868,-5,1
1450,Groton,MA,42.609887,-71.55722,-5,1
1451,Harvard,MA,42.505928,-71.5888,-5,1
1452,Hubbardston,MA,42.477515,-71.99654,-5,1
1453,Leominster,MA,42.526523,-71.75358,-5,1
1460,Littleton,MA,42.540052,-71.49085,-5,1
1462,Lunenburg,MA,42.582839,-71.72051,-5,1
1463,Pepperell,MA,42.665686,-71.5929,-5,1
1464,Shirley,MA,42.559289,-71.64555,-5,1
1467,Still River,MA,42.488666,-71.62412,-5,1
1468,Templeton,MA,42.557796,-72.06824,-5,1
1469,Townsend,MA,42.658738,-71.69204,-5,1
1470,Groton,MA,42.446396,-71.459405,-5,1
1471,Groton,MA,42.446396,-71.459405,-5,1
1472,West Groton,MA,42.446396,-71.459405,-5,1
1473,Westminster,MA,42.544622,-71.9021,-5,1
1474,West Townsend,MA,42.669408,-71.74578,-5,1
1475,Winchendon,MA,42.675441,-72.0467,-5,1
1477,Winchendon Springs,MA,42.364807,-71.896868,-5,1
1501,Auburn,MA,42.20361,-71.83843,-5,1
1503,Berlin,MA,42.380562,-71.62665,-5,1
1504,Blackstone,MA,42.028147,-71.52999,-5,1
1505,Boylston,MA,42.338392,-71.73026,-5,1
1506,Brookfield,MA,42.200374,-72.09787,-5,1
1507,Charlton,MA,42.135142,-71.96961,-5,1
1508,Charlton City,MA,42.109748,-72.079455,-5,1
1509,Charlton Depot,MA,42.364807,-71.896868,-5,1
1510,Clinton,MA,42.418836,-71.68482,-5,1
1515,East Brookfield,MA,42.212777,-72.05311,-5,1
1516,Douglas,MA,42.061437,-71.72887,-5,1
1517,East Princeton,MA,42.364807,-71.896868,-5,1
1518,Fiskdale,MA,42.12515,-72.12393,-5,1
1519,Grafton,MA,42.201674,-71.68771,-5,1
1520,Holden,MA,42.338962,-71.84434,-5,1
1521,Holland,MA,42.054676,-72.16137,-5,1
1522,Jefferson,MA,42.369658,-71.87418,-5,1
1523,Lancaster,MA,42.473131,-71.67946,-5,1
1524,Leicester,MA,42.238942,-71.91908,-5,1
1525,Linwood,MA,42.364807,-71.896868,-5,1
1526,Manchaug,MA,42.364807,-71.896868,-5,1
1527,Millbury,MA,42.196144,-71.76272,-5,1
1529,Millville,MA,42.036396,-71.57798,-5,1
1531,New Braintree,MA,42.317121,-72.12248,-5,1
1532,Northborough,MA,42.321917,-71.64692,-5,1
1534,Northbridge,MA,42.140741,-71.64376,-5,1
1535,North Brookfield,MA,42.267274,-72.07823,-5,1
1536,North Grafton,MA,42.231444,-71.70523,-5,1
1537,North Oxford,MA,42.170846,-71.88989,-5,1
1538,North Uxbridge,MA,42.364807,-71.896868,-5,1
1540,Oxford,MA,42.117527,-71.8657,-5,1
1541,Princeton,MA,42.451569,-71.882,-5,1
1542,Rochdale,MA,42.194793,-71.90651,-5,1
1543,Rutland,MA,42.380877,-71.96427,-5,1
1545,Shrewsbury,MA,42.286643,-71.72502,-5,1
1546,Shrewsbury,MA,42.364807,-71.896868,-5,1
1550,Southbridge,MA,42.070827,-72.03533,-5,1
1560,South Grafton,MA,42.177462,-71.69382,-5,1
1561,South Lancaster,MA,42.443539,-71.686137,-5,1
1562,Spencer,MA,42.247212,-71.99227,-5,1
1564,Sterling,MA,42.436875,-71.77333,-5,1
1566,Sturbridge,MA,42.104581,-72.08584,-5,1
1568,Upton,MA,42.17382,-71.60971,-5,1
1569,Uxbridge,MA,42.064978,-71.62992,-5,1
1570,Webster,MA,42.047728,-71.86108,-5,1
1571,Dudley,MA,42.049864,-71.9173,-5,1
1580,Westborough,MA,42.364807,-71.896868,-5,1
1581,Westborough,MA,42.269845,-71.61408,-5,1
1582,Westborough,MA,42.364807,-71.896868,-5,1
1583,West Boylston,MA,42.359842,-71.787,-5,1
1585,West Brookfield,MA,42.242965,-72.16734,-5,1
1586,West Millbury,MA,42.364807,-71.896868,-5,1
1588,Whitinsville,MA,42.114195,-71.67225,-5,1
1590,Sutton,MA,42.131028,-71.75121,-5,1
1601,Worcester,MA,42.265275,-71.879415,-5,1
1602,Worcester,MA,42.272359,-71.84482,-5,1
1603,Worcester,MA,42.240526,-71.83776,-5,1
1604,Worcester,MA,42.255393,-71.77459,-5,1
1605,Worcester,MA,42.286543,-71.78846,-5,1
1606,Worcester,MA,42.311342,-71.79531,-5,1
1607,Worcester,MA,42.229543,-71.79501,-5,1
1608,Worcester,MA,42.261343,-71.80173,-5,1
1609,Worcester,MA,42.271743,-71.81348,-5,1
1610,Worcester,MA,42.248493,-71.80793,-5,1
1611,Cherry Valley,MA,42.238449,-71.87139,-5,1
1612,Paxton,MA,42.307591,-71.91929,-5,1
1613,Worcester,MA,42.293316,-71.801971,-5,1
1614,Worcester,MA,42.364807,-71.896868,-5,1
1615,Worcester,MA,42.364807,-71.896868,-5,1
1634,Tolland,MA,42.069484,-72.999433,-5,1
1653,Worcester,MA,42.364807,-71.896868,-5,1
1654,Worcester,MA,42.364807,-71.896868,-5,1
1655,Worcester,MA,42.364807,-71.896868,-5,1
1701,Framingham,MA,42.318695,-71.42344,-5,1
1702,Framingham,MA,42.283995,-71.42161,-5,1
1703,Framingham,MA,42.446396,-71.459405,-5,1
1704,Framingham,MA,42.446396,-71.459405,-5,1
1705,Framingham,MA,42.446396,-71.459405,-5,1
1718,Village Of Nagog Woods,MA,42.519739,-71.42721,-5,1
1719,Boxborough,MA,42.486259,-71.51244,-5,1
1720,Acton,MA,42.477142,-71.4422,-5,1
1721,Ashland,MA,42.257956,-71.45886,-5,1
1730,Bedford,MA,42.496679,-71.27504,-5,1
1731,Hanscom AFB,MA,42.459085,-71.27556,-5,1
1740,Bolton,MA,42.437086,-71.61266,-5,1
1741,Carlisle,MA,42.5286,-71.35084,-5,1
1742,Concord,MA,42.457201,-71.37478,-5,1
1745,Fayville,MA,42.295544,-71.50468,-5,1
1746,Holliston,MA,42.196065,-71.43797,-5,1
